"Network ID","Event Id","Created Local Date Time","No Injuries","Injury Type"
"WC",133065,"Jul  9 2018  1:47PM           ",0,"None"
"WC",133066,"Jul  9 2018  1:47PM           ",0,"None"
"WC",133067,"Jul  9 2018  1:52PM           ",0,"None"
"WC",133068,"Jul  9 2018  2:04PM           ",0,"None"
"WC",133069,"Jul  9 2018  2:07PM           ",0,"None"
"WC",133070,"Jul  9 2018  2:24PM           ",0,"None"
"WC",133072,"Jul  9 2018  2:45PM           ",0,"None"
"WC",133073,"Jul  9 2018  2:49PM           ",0,"None"
"WC",133074,"Jul  9 2018  2:51PM           ",0,"None"
"WC",133075,"Jul  9 2018  2:56PM           ",0,"None"
"WC",133076,"Jul  9 2018  3:26PM           ",1,"Light"
"WC",133077,"Jul  9 2018  4:00PM           ",0,"None"
"WC",133078,"Jul  9 2018  4:02PM           ",0,"None"
"WC",133079,"Jul  9 2018  4:09PM           ",0,"None"
"WC",133080,"Jul  9 2018  4:12PM           ",0,"None"
"WC",133081,"Jul  9 2018  4:18PM           ",1,"Fatality"
"WC",133082,"Jul  9 2018  4:37PM           ",0,"None"
"WC",133083,"Jul  9 2018  4:37PM           ",0,"None"
"WC",133085,"Jul  9 2018  4:45PM           ",0,"None"
"WC",133087,"Jul  9 2018  5:11PM           ",0,"None"
"WC",133088,"Jul  9 2018  5:29PM           ",0,"None"
"WC",133089,"Jul  9 2018  5:31PM           ",0,"None"
"WC",133090,"Jul  9 2018  5:49PM           ",0,"None"
"WC",133091,"Jul  9 2018  5:55PM           ",0,"None"
"WC",133092,"Jul  9 2018  5:59PM           ",0,"None"
"WC",133093,"Jul  9 2018  6:07PM           ",0,"None"
"WC",133094,"Jul  9 2018  6:08PM           ",0,"None"
"WC",133095,"Jul  9 2018  6:56PM           ",0,"None"
"WC",133096,"Jul  9 2018  7:02PM           ",0,"None"
"WC",133102,"Jul  9 2018 10:35PM           ",0,"None"
"WC",133103,"Jul  9 2018 10:50PM           ",0,"None"
"WC",133104,"Jul  9 2018 11:27PM           ",0,"None"
"WC",133109,"Jul 10 2018  5:38AM           ",0,"None"
"WC",133110,"Jul 10 2018  6:03AM           ",0,"None"
"WC",133111,"Jul 10 2018  6:29AM           ",0,"None"
"WC",133112,"Jul 10 2018  6:29AM           ",0,"None"
"WC",133113,"Jul 10 2018  6:40AM           ",0,"None"
"WC",133115,"Jul 10 2018  6:46AM           ",0,"None"
"WC",133116,"Jul 10 2018  6:53AM           ",0,"None"
"WC",133117,"Jul 10 2018  7:09AM           ",0,"None"
"WC",133118,"Jul 10 2018  7:17AM           ",0,"None"
"WC",133119,"Jul 10 2018  7:32AM           ",0,"None"
"WC",133120,"Jul 10 2018  7:40AM           ",0,"None"
"WC",133121,"Jul 10 2018  7:42AM           ",0,"None"
"WC",133123,"Jul 10 2018  7:50AM           ",0,"None"
"WC",133124,"Jul 10 2018  8:05AM           ",0,"None"
"WC",133125,"Jul 10 2018  8:20AM           ",0,"None"
"WC",133126,"Jul 10 2018  8:29AM           ",0,"None"
"WC",133127,"Jul 10 2018  8:41AM           ",1,"Light"
"WC",133128,"Jul 10 2018  8:50AM           ",0,"None"
"WC",133129,"Jul 10 2018  8:55AM           ",0,"None"
"WC",133130,"Jul 10 2018  9:01AM           ",0,"None"
"WC",133131,"Jul 10 2018  9:05AM           ",0,"None"
"WC",133132,"Jul 10 2018  9:07AM           ",0,"None"
"WC",133133,"Jul 10 2018  9:08AM           ",0,"None"
"WC",133134,"Jul 10 2018  9:26AM           ",0,"None"
"WC",133135,"Jul 10 2018  9:30AM           ",0,"None"
"WC",133136,"Jul 10 2018  9:40AM           ",0,"None"
"WC",133138,"Jul 10 2018  9:51AM           ",0,"None"
"WC",133140,"Jul 10 2018 10:01AM           ",0,"None"
"WC",133141,"Jul 10 2018 10:01AM           ",0,"None"
"WC",133142,"Jul 10 2018 10:11AM           ",0,"None"
"WC",133143,"Jul 10 2018 10:28AM           ",0,"None"
"WC",133144,"Jul 10 2018 10:33AM           ",0,"None"
"WC",133145,"Jul 10 2018 10:39AM           ",0,"None"
"WC",133146,"Jul 10 2018 10:44AM           ",0,"None"
"WC",133147,"Jul 10 2018 10:58AM           ",0,"None"
"WC",133148,"Jul 10 2018 10:59AM           ",0,"None"
"WC",133150,"Jul 10 2018 11:21AM           ",0,"None"
"WC",133151,"Jul 10 2018 11:34AM           ",0,"None"
"WC",133153,"Jul 10 2018 11:56AM           ",0,"None"
"WC",133154,"Jul 10 2018 11:57AM           ",0,"None"
"WC",133155,"Jul 10 2018 11:57AM           ",0,"None"
"WC",133157,"Jul 10 2018 12:37PM           ",0,"None"
"WC",133158,"Jul 10 2018 12:44PM           ",0,"None"
"WC",133161,"Jul 10 2018  1:11PM           ",0,"None"
"WC",133162,"Jul 10 2018  1:25PM           ",0,"None"
"WC",133163,"Jul 10 2018  1:26PM           ",0,"None"
"WC",133164,"Jul 10 2018  1:44PM           ",0,"None"
"WC",133165,"Jul 10 2018  1:53PM           ",0,"None"
"WC",133166,"Jul 10 2018  2:03PM           ",0,"None"
"WC",133167,"Jul 10 2018  2:12PM           ",0,"None"
"WC",133168,"Jul 10 2018  2:29PM           ",0,"None"
"WC",133169,"Jul 10 2018  2:37PM           ",0,"None"
"WC",133170,"Jul 10 2018  2:55PM           ",0,"None"
"WC",133172,"Jul 10 2018  3:20PM           ",0,"None"
"WC",133173,"Jul 10 2018  3:27PM           ",0,"None"
"WC",133174,"Jul 10 2018  3:44PM           ",0,"None"
"WC",133175,"Jul 10 2018  3:53PM           ",0,"None"
"WC",133176,"Jul 10 2018  3:55PM           ",0,"None"
"WC",133177,"Jul 10 2018  3:57PM           ",0,"None"
"WC",133179,"Jul 10 2018  4:23PM           ",0,"None"
"WC",133180,"Jul 10 2018  4:26PM           ",0,"None"
"WC",133182,"Jul 10 2018  4:35PM           ",0,"None"
"WC",133183,"Jul 10 2018  4:48PM           ",0,"None"
"WC",133185,"Jul 10 2018  5:01PM           ",2,"Light"
"WC",133186,"Jul 10 2018  5:34PM           ",0,"None"
"WC",133187,"Jul 10 2018  5:39PM           ",0,"None"
"WC",133188,"Jul 10 2018  5:45PM           ",0,"None"
"WC",133189,"Jul 10 2018  5:58PM           ",0,"None"
"WC",133190,"Jul 10 2018  6:20PM           ",0,"None"
"WC",133191,"Jul 10 2018  7:21PM           ",0,"None"
"WC",133192,"Jul 10 2018  7:37PM           ",0,"None"
"WC",133193,"Jul 10 2018  7:48PM           ",0,"None"
"WC",133194,"Jul 10 2018  8:19PM           ",0,"None"
"WC",133195,"Jul 11 2018  4:49AM           ",0,"None"
"WC",133196,"Jul 11 2018  5:22AM           ",0,"None"
"WC",133197,"Jul 11 2018  5:29AM           ",0,"None"
"WC",133199,"Jul 11 2018  6:09AM           ",0,"None"
"WC",133200,"Jul 11 2018  6:03AM           ",0,"None"
"WC",133202,"Jul 11 2018  6:15AM           ",0,"None"
"WC",133203,"Jul 11 2018  6:38AM           ",0,"None"
"WC",133204,"Jul 11 2018  6:46AM           ",0,"None"
"WC",133206,"Jul 11 2018  6:49AM           ",0,"None"
"WC",133207,"Jul 11 2018  6:55AM           ",0,"None"
"WC",133208,"Jul 11 2018  6:59AM           ",0,"None"
"WC",133209,"Jul 11 2018  7:12AM           ",0,"None"
"WC",133209,"Jul 11 2018  7:12AM           ",1,"Light"
"WC",133212,"Jul 11 2018  7:14AM           ",0,"None"
"WC",133213,"Jul 11 2018  7:29AM           ",0,"None"
"WC",133214,"Jul 11 2018  7:31AM           ",0,"None"
"WC",133215,"Jul 11 2018  7:31AM           ",0,"None"
"WC",133216,"Jul 11 2018  7:45AM           ",0,"None"
"WC",133217,"Jul 11 2018  7:46AM           ",0,"None"
"WC",133218,"Jul 11 2018  7:48AM           ",0,"None"
"WC",133219,"Jul 11 2018  7:50AM           ",0,"None"
"WC",133220,"Jul 11 2018  7:57AM           ",0,"None"
"WC",133221,"Jul 11 2018  8:04AM           ",0,"None"
"WC",133222,"Jul 11 2018  8:11AM           ",0,"None"
"WC",133223,"Jul 11 2018  8:14AM           ",0,"None"
"WC",133224,"Jul 11 2018  8:24AM           ",0,"None"
"WC",133225,"Jul 11 2018  8:26AM           ",0,"None"
"WC",133226,"Jul 11 2018  8:28AM           ",0,"None"
"WC",133227,"Jul 11 2018  8:31AM           ",0,"None"
"WC",133228,"Jul 11 2018  8:34AM           ",0,"None"
"WC",133229,"Jul 11 2018  8:47AM           ",0,"None"
"WC",133230,"Jul 11 2018  8:48AM           ",0,"None"
"WC",133231,"Jul 11 2018  8:53AM           ",0,"None"
"WC",133232,"Jul 11 2018  9:00AM           ",0,"None"
"WC",133233,"Jul 11 2018  9:12AM           ",0,"None"
"WC",133235,"Jul 11 2018  9:06AM           ",0,"None"
"WC",133236,"Jul 11 2018  9:18AM           ",0,"None"
"WC",133238,"Jul 11 2018  9:30AM           ",0,"None"
"WC",133240,"Jul 11 2018  9:47AM           ",0,"None"
"WC",133241,"Jul 11 2018  9:52AM           ",0,"None"
"WC",133242,"Jul 11 2018  9:58AM           ",0,"None"
"WC",133243,"Jul 11 2018 10:27AM           ",0,"None"
"WC",133244,"Jul 11 2018 10:29AM           ",0,"None"
"WC",133248,"Jul 11 2018 10:58AM           ",1,"Severe"
"WC",133250,"Jul 11 2018 11:33AM           ",0,"None"
"WC",133251,"Jul 11 2018 11:37AM           ",0,"None"
"WC",133252,"Jul 11 2018 11:48AM           ",0,"None"
"WC",133253,"Jul 11 2018 11:54AM           ",0,"None"
"WC",133254,"Jul 11 2018 12:19PM           ",0,"None"
"WC",133255,"Jul 11 2018 12:25PM           ",0,"None"
"WC",133256,"Jul 11 2018 12:31PM           ",0,"None"
"WC",133257,"Jul 11 2018 12:49PM           ",0,"None"
"WC",133258,"Jul 11 2018  1:19PM           ",0,"None"
"WC",133259,"Jul 11 2018  1:25PM           ",0,"None"
"WC",133260,"Jul 11 2018  1:26PM           ",0,"None"
"WC",133261,"Jul 11 2018  1:34PM           ",0,"None"
"WC",133265,"Jul 11 2018  1:50PM           ",0,"None"
"WC",133266,"Jul 11 2018  2:19PM           ",0,"None"
"WC",133267,"Jul 11 2018  2:21PM           ",0,"None"
"WC",133268,"Jul 11 2018  2:31PM           ",0,"None"
"WC",133269,"Jul 11 2018  2:34PM           ",0,"None"
"WC",133272,"Jul 11 2018  3:05PM           ",0,"None"
"WC",133274,"Jul 11 2018  3:09PM           ",0,"None"
"WC",133277,"Jul 11 2018  3:30PM           ",0,"None"
"WC",133278,"Jul 11 2018  3:35PM           ",0,"None"
"WC",133279,"Jul 11 2018  3:42PM           ",0,"None"
"WC",133280,"Jul 11 2018  3:43PM           ",0,"None"
"WC",133281,"Jul 11 2018  4:14PM           ",0,"None"
"WC",133282,"Jul 11 2018  4:23PM           ",0,"None"
"WC",133283,"Jul 11 2018  4:26PM           ",0,"None"
"WC",133284,"Jul 11 2018  4:35PM           ",0,"None"
"WC",133285,"Jul 11 2018  4:41PM           ",0,"None"
"WC",133286,"Jul 11 2018  4:55PM           ",0,"None"
"WC",133287,"Jul 11 2018  5:02PM           ",0,"None"
"WC",133288,"Jul 11 2018  5:05PM           ",0,"None"
"WC",133289,"Jul 11 2018  5:10PM           ",0,"None"
"WC",133290,"Jul 11 2018  5:16PM           ",0,"None"
"WC",133291,"Jul 11 2018  5:17PM           ",0,"None"
"WC",133292,"Jul 11 2018  5:30PM           ",0,"None"
"WC",133294,"Jul 11 2018  5:46PM           ",0,"None"
"WC",133297,"Jul 11 2018  6:31PM           ",1,"Light"
"WC",133298,"Jul 11 2018  6:46PM           ",0,"None"
"WC",133300,"Jul 11 2018  6:55PM           ",0,"None"
"WC",133301,"Jul 11 2018  7:02PM           ",0,"None"
"WC",133302,"Jul 11 2018  7:42PM           ",0,"None"
"WC",133305,"Jul 11 2018  8:30PM           ",0,"None"
"WC",133306,"Jul 11 2018  8:33PM           ",0,"None"
"WC",133307,"Jul 11 2018 10:23PM           ",0,"None"
"WC",133308,"Jul 11 2018 10:25PM           ",2,"Light"
"WC",133309,"Jul 11 2018 11:05PM           ",0,"None"
"WC",133310,"Jul 12 2018 12:11AM           ",0,"None"
"WC",133311,"Jul 12 2018 12:23AM           ",0,"None"
"WC",133312,"Jul 12 2018 12:28AM           ",0,"None"
"WC",133313,"Jul 12 2018 12:32AM           ",0,"None"
"WC",133315,"Jul 12 2018  3:28AM           ",0,"None"
"WC",133319,"Jul 12 2018  5:33AM           ",2,"Light"
"WC",133320,"Jul 12 2018  5:43AM           ",0,"None"
"WC",133321,"Jul 12 2018  5:45AM           ",0,"None"
"WC",133323,"Jul 12 2018  5:52AM           ",0,"None"
"WC",133327,"Jul 12 2018  6:40AM           ",0,"None"
"WC",133329,"Jul 12 2018  7:04AM           ",0,"None"
"WC",133330,"Jul 12 2018  7:31AM           ",0,"None"
"WC",133332,"Jul 12 2018  7:45AM           ",0,"None"
"WC",133333,"Jul 12 2018  7:49AM           ",0,"None"
"WC",133334,"Jul 12 2018  7:50AM           ",0,"None"
"WC",133335,"Jul 12 2018  7:58AM           ",0,"None"
"WC",133336,"Jul 12 2018  7:59AM           ",0,"None"
"WC",133337,"Jul 12 2018  8:00AM           ",0,"None"
"WC",133338,"Jul 12 2018  8:10AM           ",0,"None"
"WC",133340,"Jul 12 2018  8:23AM           ",0,"None"
"WC",133341,"Jul 12 2018  8:41AM           ",0,"None"
"WC",133342,"Jul 12 2018  8:56AM           ",0,"None"
"WC",133343,"Jul 12 2018  9:07AM           ",0,"None"
"WC",133345,"Jul 12 2018  9:15AM           ",0,"None"
"WC",133346,"Jul 12 2018  9:21AM           ",0,"None"
"WC",133348,"Jul 12 2018  9:30AM           ",1,"Severe"
"WC",133351,"Jul 12 2018  9:44AM           ",0,"None"
"WC",133352,"Jul 12 2018  9:46AM           ",0,"None"
"WC",133353,"Jul 12 2018  9:52AM           ",0,"None"
"WC",133354,"Jul 12 2018  9:56AM           ",0,"None"
"WC",133355,"Jul 12 2018 10:03AM           ",0,"None"
"WC",133356,"Jul 12 2018 10:09AM           ",0,"None"
"WC",133357,"Jul 12 2018 10:12AM           ",0,"None"
"WC",133358,"Jul 12 2018 10:16AM           ",0,"None"
"WC",133359,"Jul 12 2018 10:21AM           ",0,"None"
"WC",133360,"Jul 12 2018 10:27AM           ",0,"None"
"WC",133361,"Jul 12 2018 10:31AM           ",0,"None"
"WC",133363,"Jul 12 2018 10:45AM           ",0,"None"
"WC",133364,"Jul 12 2018 10:47AM           ",0,"None"
"WC",133365,"Jul 12 2018 10:54AM           ",0,"None"
"WC",133366,"Jul 12 2018 10:58AM           ",0,"None"
"WC",133367,"Jul 12 2018 10:59AM           ",0,"None"
"WC",133368,"Jul 12 2018 11:03AM           ",0,"None"
"WC",133370,"Jul 12 2018 11:37AM           ",0,"None"
"WC",133371,"Jul 12 2018 11:41AM           ",0,"None"
"WC",133374,"Jul 12 2018 11:54AM           ",0,"None"
"WC",133380,"Jul 12 2018 12:49PM           ",0,"None"
"WC",133382,"Jul 12 2018  1:02PM           ",0,"None"
"WC",133384,"Jul 12 2018  1:30PM           ",0,"None"
"WC",133386,"Jul 12 2018  1:45PM           ",0,"None"
"WC",133388,"Jul 12 2018  1:59PM           ",0,"None"
"WC",133390,"Jul 12 2018  2:29PM           ",0,"None"
"WC",133392,"Jul 12 2018  2:34PM           ",0,"None"
"WC",133393,"Jul 12 2018  2:40PM           ",0,"None"
"WC",133394,"Jul 12 2018  2:46PM           ",0,"None"
"WC",133396,"Jul 12 2018  3:14PM           ",0,"None"
"WC",133397,"Jul 12 2018  3:16PM           ",0,"None"
"WC",133399,"Jul 12 2018  3:24PM           ",0,"None"
"WC",133400,"Jul 12 2018  3:35PM           ",0,"None"
"WC",133401,"Jul 12 2018  3:37PM           ",0,"None"
"WC",133404,"Jul 12 2018  4:09PM           ",0,"None"
"WC",133406,"Jul 12 2018  4:18PM           ",0,"None"
"WC",133407,"Jul 12 2018  4:19PM           ",0,"None"
"WC",133408,"Jul 12 2018  4:33PM           ",0,"None"
"WC",133411,"Jul 12 2018  5:11PM           ",0,"None"
"WC",133412,"Jul 12 2018  5:13PM           ",0,"None"
"WC",133413,"Jul 12 2018  5:20PM           ",0,"None"
"WC",133414,"Jul 12 2018  5:31PM           ",0,"None"
"WC",133416,"Jul 12 2018  5:37PM           ",0,"None"
"WC",133418,"Jul 12 2018  5:56PM           ",0,"None"
"WC",133419,"Jul 12 2018  6:05PM           ",0,"None"
"WC",133420,"Jul 12 2018  6:09PM           ",0,"None"
"WC",133421,"Jul 12 2018  6:14PM           ",0,"None"
"WC",133422,"Jul 12 2018  6:36PM           ",0,"None"
"WC",133423,"Jul 12 2018  6:35PM           ",0,"None"
"WC",133424,"Jul 12 2018  6:41PM           ",0,"None"
"WC",133425,"Jul 12 2018  6:56PM           ",0,"None"
"WC",133426,"Jul 12 2018  6:59PM           ",0,"None"
"WC",133428,"Jul 12 2018  8:17PM           ",0,"None"
"WC",133429,"Jul 12 2018  8:20PM           ",0,"None"
"WC",133430,"Jul 12 2018  9:20PM           ",0,"None"
"WC",133431,"Jul 12 2018  9:25PM           ",0,"None"
"WC",133434,"Jul 12 2018  9:59PM           ",0,"None"
"WC",133435,"Jul 12 2018 10:58PM           ",0,"None"
"WC",133437,"Jul 13 2018  5:35AM           ",0,"None"
"WC",133438,"Jul 13 2018  6:13AM           ",0,"None"
"WC",133439,"Jul 13 2018  6:14AM           ",0,"None"
"WC",133441,"Jul 13 2018  7:03AM           ",0,"None"
"WC",133442,"Jul 13 2018  7:07AM           ",0,"None"
"WC",133443,"Jul 13 2018  7:09AM           ",0,"None"
"WC",133444,"Jul 13 2018  7:14AM           ",0,"None"
"WC",133445,"Jul 13 2018  7:19AM           ",0,"None"
"WC",133446,"Jul 13 2018  7:23AM           ",0,"None"
"WC",133447,"Jul 13 2018  7:37AM           ",0,"None"
"WC",133448,"Jul 13 2018  7:41AM           ",0,"None"
"WC",133449,"Jul 13 2018  7:43AM           ",0,"None"
"WC",133450,"Jul 13 2018  7:45AM           ",0,"None"
"WC",133451,"Jul 13 2018  8:04AM           ",0,"None"
"WC",133452,"Jul 13 2018  8:07AM           ",0,"None"
"WC",133453,"Jul 13 2018  8:10AM           ",0,"None"
"WC",133454,"Jul 13 2018  8:13AM           ",0,"None"
"WC",133455,"Jul 13 2018  8:35AM           ",0,"None"
"WC",133456,"Jul 13 2018  8:44AM           ",0,"None"
"WC",133457,"Jul 13 2018  8:56AM           ",2,"Light"
"WC",133458,"Jul 13 2018  8:57AM           ",0,"None"
"WC",133459,"Jul 13 2018  9:03AM           ",0,"None"
"WC",133460,"Jul 13 2018  9:03AM           ",0,"None"
"WC",133461,"Jul 13 2018  8:54AM           ",0,"None"
"WC",133462,"Jul 13 2018  9:22AM           ",0,"None"
"WC",133463,"Jul 13 2018  9:23AM           ",0,"None"
"WC",133464,"Jul 13 2018  9:26AM           ",0,"None"
"WC",133465,"Jul 13 2018  9:35AM           ",0,"None"
"WC",133466,"Jul 13 2018 10:12AM           ",0,"None"
"WC",133467,"Jul 13 2018 10:19AM           ",0,"None"
"WC",133470,"Jul 13 2018 10:41AM           ",0,"None"
"WC",133471,"Jul 13 2018 10:42AM           ",0,"None"
"WC",133472,"Jul 13 2018 10:44AM           ",0,"None"
"WC",133473,"Jul 13 2018 11:29AM           ",0,"None"
"WC",133474,"Jul 13 2018 11:32AM           ",0,"None"
"WC",133475,"Jul 13 2018 11:41AM           ",0,"None"
"WC",133476,"Jul 13 2018 12:09PM           ",0,"None"
"WC",133477,"Jul 13 2018 12:24PM           ",0,"None"
"WC",133478,"Jul 13 2018 12:27PM           ",0,"None"
"WC",133479,"Jul 13 2018 12:30PM           ",0,"None"
"WC",133480,"Jul 13 2018 12:39PM           ",0,"None"
"WC",133481,"Jul 13 2018 12:46PM           ",0,"None"
"WC",133483,"Jul 13 2018  1:12PM           ",0,"None"
"WC",133484,"Jul 13 2018  1:20PM           ",0,"None"
"WC",133486,"Jul 13 2018  1:34PM           ",0,"None"
"WC",133487,"Jul 13 2018  1:34PM           ",0,"None"
"WC",133488,"Jul 13 2018  1:37PM           ",0,"None"
"WC",133489,"Jul 13 2018  1:41PM           ",0,"None"
"WC",133490,"Jul 13 2018  1:42PM           ",0,"None"
"WC",133491,"Jul 13 2018  1:49PM           ",0,"None"
"WC",133493,"Jul 13 2018  2:26PM           ",0,"None"
"WC",133495,"Jul 13 2018  2:52PM           ",0,"None"
"WC",133496,"Jul 13 2018  3:04PM           ",0,"None"
"WC",133497,"Jul 13 2018  3:10PM           ",0,"None"
"WC",133498,"Jul 13 2018  3:17PM           ",0,"None"
"WC",133500,"Jul 13 2018  3:18PM           ",0,"None"
"WC",133501,"Jul 13 2018  3:30PM           ",0,"None"
"WC",133502,"Jul 13 2018  3:42PM           ",0,"None"
"WC",133503,"Jul 13 2018  3:46PM           ",0,"None"
"WC",133504,"Jul 13 2018  3:52PM           ",0,"None"
"WC",133506,"Jul 13 2018  4:02PM           ",0,"None"
"WC",133507,"Jul 13 2018  4:04PM           ",0,"None"
"WC",133508,"Jul 13 2018  4:16PM           ",0,"None"
"WC",133509,"Jul 13 2018  4:18PM           ",0,"None"
"WC",133510,"Jul 13 2018  4:24PM           ",0,"None"
"WC",133511,"Jul 13 2018  4:29PM           ",0,"None"
"WC",133512,"Jul 13 2018  4:32PM           ",0,"None"
"WC",133513,"Jul 13 2018  4:33PM           ",1,"Severe"
"WC",133513,"Jul 13 2018  4:33PM           ",1,"Fatality"
"WC",133513,"Jul 13 2018  4:33PM           ",7,"Light"
"WC",133515,"Jul 13 2018  4:52PM           ",1,"Light"
"WC",133516,"Jul 13 2018  4:59PM           ",0,"None"
"WC",133517,"Jul 13 2018  5:08PM           ",0,"None"
"WC",133519,"Jul 13 2018  5:34PM           ",0,"None"
"WC",133524,"Jul 13 2018  6:20PM           ",0,"None"
"WC",133525,"Jul 13 2018  6:21PM           ",0,"None"
"WC",133526,"Jul 13 2018  6:26PM           ",0,"None"
"WC",133527,"Jul 13 2018  6:47PM           ",0,"None"
"WC",133529,"Jul 13 2018  7:09PM           ",0,"None"
"WC",133531,"Jul 13 2018  7:17PM           ",0,"None"
"WC",133532,"Jul 13 2018  7:26PM           ",0,"None"
"WC",133533,"Jul 13 2018  7:31PM           ",0,"None"
"WC",133536,"Jul 13 2018  8:30PM           ",0,"None"
"WC",133537,"Jul 13 2018  9:33PM           ",0,"None"
"WC",133538,"Jul 13 2018  9:51PM           ",0,"None"
"WC",133539,"Jul 13 2018 10:51PM           ",0,"None"
"WC",133541,"Jul 13 2018 11:35PM           ",0,"None"
"WC",133542,"Jul 13 2018 11:55PM           ",0,"None"
"WC",133543,"Jul 14 2018 12:06AM           ",0,"None"
"WC",133544,"Jul 14 2018 12:49AM           ",0,"None"
"WC",133545,"Jul 14 2018  1:16AM           ",0,"None"
"WC",133546,"Jul 14 2018  1:33AM           ",1,"Severe"
"WC",133546,"Jul 14 2018  1:33AM           ",6,"Light"
"WC",133548,"Jul 14 2018  4:47AM           ",0,"None"
"WC",133549,"Jul 14 2018  4:54AM           ",0,"None"
"WC",133551,"Jul 14 2018  5:13AM           ",0,"None"
"WC",133552,"Jul 14 2018  5:34AM           ",0,"None"
"WC",133553,"Jul 14 2018  7:11AM           ",0,"None"
"WC",133555,"Jul 14 2018  7:35AM           ",0,"None"
"WC",133556,"Jul 14 2018  7:48AM           ",0,"None"
"WC",133557,"Jul 14 2018  7:52AM           ",0,"None"
"WC",133558,"Jul 14 2018  8:24AM           ",0,"None"
"WC",133559,"Jul 14 2018  8:31AM           ",0,"None"
"WC",133560,"Jul 14 2018  9:00AM           ",0,"None"
"WC",133561,"Jul 14 2018  9:00AM           ",0,"None"
"WC",133563,"Jul 14 2018  9:08AM           ",0,"None"
"WC",133565,"Jul 14 2018  9:28AM           ",0,"None"
"WC",133566,"Jul 14 2018  9:29AM           ",0,"None"
"WC",133567,"Jul 14 2018 10:03AM           ",0,"None"
"WC",133568,"Jul 14 2018 10:04AM           ",0,"None"
"WC",133569,"Jul 14 2018 10:46AM           ",0,"None"
"WC",133570,"Jul 14 2018 10:46AM           ",0,"None"
"WC",133571,"Jul 14 2018 10:50AM           ",0,"None"
"WC",133572,"Jul 14 2018 11:08AM           ",0,"None"
"WC",133573,"Jul 14 2018 11:12AM           ",0,"None"
"WC",133574,"Jul 14 2018 11:40AM           ",0,"None"
"WC",133575,"Jul 14 2018 11:50AM           ",0,"None"
"WC",133577,"Jul 14 2018 12:10PM           ",0,"None"
"WC",133579,"Jul 14 2018 12:46PM           ",0,"None"
"WC",133581,"Jul 14 2018  1:48PM           ",0,"None"
"WC",133582,"Jul 14 2018  1:55PM           ",1,"Light"
"WC",133584,"Jul 14 2018  2:08PM           ",0,"None"
"WC",133585,"Jul 14 2018  2:58PM           ",0,"None"
"WC",133586,"Jul 14 2018  3:07PM           ",0,"None"
"WC",133589,"Jul 14 2018  3:53PM           ",0,"None"
"WC",133590,"Jul 14 2018  4:17PM           ",0,"None"
"WC",133591,"Jul 14 2018  4:24PM           ",0,"None"
"WC",133592,"Jul 14 2018  5:04PM           ",0,"None"
"WC",133596,"Jul 14 2018  6:37PM           ",0,"None"
"WC",133598,"Jul 14 2018  6:51PM           ",0,"None"
"WC",133601,"Jul 14 2018  7:27PM           ",0,"None"
"WC",133602,"Jul 14 2018  8:06PM           ",0,"None"
"WC",133603,"Jul 14 2018  8:28PM           ",0,"None"
"WC",133606,"Jul 14 2018  9:24PM           ",0,"None"
"WC",133609,"Jul 14 2018 10:01PM           ",0,"None"
"WC",133610,"Jul 14 2018 10:17PM           ",0,"None"
"WC",133612,"Jul 14 2018 11:57PM           ",0,"None"
"WC",133613,"Jul 15 2018 12:14AM           ",0,"None"
"WC",133615,"Jul 15 2018  1:13AM           ",0,"None"
"WC",133617,"Jul 15 2018  1:35AM           ",0,"None"
"WC",133618,"Jul 15 2018  1:50AM           ",0,"None"
"WC",133620,"Jul 15 2018  4:02AM           ",0,"None"
"WC",133621,"Jul 15 2018  4:15AM           ",0,"None"
"WC",133622,"Jul 15 2018  4:20AM           ",0,"None"
"WC",133623,"Jul 15 2018  4:41AM           ",0,"None"
"WC",133624,"Jul 15 2018  5:50AM           ",0,"None"
"WC",133625,"Jul 15 2018  5:53AM           ",1,"Light"
"WC",133626,"Jul 15 2018  6:02AM           ",0,"None"
"WC",133627,"Jul 15 2018  6:17AM           ",0,"None"
"WC",133628,"Jul 15 2018  6:44AM           ",2,"Severe"
"WC",133629,"Jul 15 2018  7:17AM           ",0,"None"
"WC",133630,"Jul 15 2018  8:32AM           ",0,"None"
"WC",133631,"Jul 15 2018  8:31AM           ",2,"Severe"
"WC",133631,"Jul 15 2018  8:31AM           ",2,"Light"
"WC",133632,"Jul 15 2018  9:03AM           ",0,"None"
"WC",133633,"Jul 15 2018  9:06AM           ",0,"None"
"WC",133634,"Jul 15 2018  9:53AM           ",0,"None"
"WC",133635,"Jul 15 2018 10:57AM           ",0,"None"
"WC",133637,"Jul 15 2018 12:23PM           ",0,"None"
"WC",133639,"Jul 15 2018  1:21PM           ",0,"None"
"WC",133640,"Jul 15 2018  1:31PM           ",0,"None"
"WC",133645,"Jul 15 2018  3:21PM           ",0,"None"
"WC",133646,"Jul 15 2018  3:27PM           ",0,"None"
"WC",133647,"Jul 15 2018  3:40PM           ",0,"None"
"WC",133648,"Jul 15 2018  4:02PM           ",1,"Light"
"WC",133651,"Jul 15 2018  5:38PM           ",0,"None"
"WC",133653,"Jul 15 2018  7:01PM           ",0,"None"
"WC",133654,"Jul 15 2018  7:24PM           ",0,"None"
"WC",133656,"Jul 15 2018  7:52PM           ",0,"None"
"WC",133657,"Jul 15 2018  7:58PM           ",2,"Severe"
